,5
"Ectodermal_dysplasia_10A,_hypohidrotic/hair/nail_type,_autosomal_dominant|Autosomal_recessive_hypohidrotic_ectodermal_dysplasia_syndrome|Ectodermal_dysplasia_10a,_hypohidrotic/hair/tooth_type,_autosomal_dominant|Non-syndromic_oligodontia|not_provided",1
"Ectodermal_dysplasia_10A,_hypohidrotic/hair/nail_type,_autosomal_dominant|Autosomal_recessive_hypohidrotic_ectodermal_dysplasia_syndrome|not_specified|not_provided",1
"Hypohidrotic_ectodermal_dysplasia|Ectodermal_dysplasia_10A,_hypohidrotic/hair/nail_type,_autosomal_dominant|Autosomal_recessive_hypohidrotic_ectodermal_dysplasia_syndrome",1
"Ectodermal_dysplasia_10A,_hypohidrotic/hair/nail_type,_autosomal_dominant|Progressive_sclerosing_poliodystrophy|Ectodermal_dysplasia_10B,_hypohidrotic/hair/tooth_type,_autosomal_recessive|Mitochondrial_DNA_depletion_syndrome_4b|Autosomal_recessive_hypohidrotic_ectodermal_dysplasia_syndrome|Ectodermal_dysplasia_10a,_hypohidrotic/hair/tooth_type,_autosomal_dominant",1
"Ectodermal_dysplasia_10A,_hypohidrotic/hair/nail_type,_autosomal_dominant|Ectodermal_dysplasia_10B,_hypohidrotic/hair/tooth_type,_autosomal_recessive",1
NPHP1-Related_Disorders|Nephronophthisis|Nephronophthisis_1|not_provided,1
Nephronophthisis|Nephronophthisis_1|Senior-Loken_syndrome_1|Joubert_syndrome_with_renal_defect|not_specified|not_provided,1
Nephronophthisis|Nephronophthisis_1|not_provided,1
Rothmund-Thomson_syndrome_type_1,1
Retinitis_pigmentosa|Retinitis_pigmentosa_38|not_specified|not_provided,1
Filippi_syndrome|not_provided,1
Endometriosis|Antisynthetase_syndrome,1
Gastric_cancer_susceptibility_after_h._pylori_infection,1
Acrodermatitis_continua_suppurativa_of_Hallopeau|not_provided,1
Acrodermatitis_continua_suppurativa_of_Hallopeau|Autoinflammatory_syndrome|Generalized_pustular_psoriasis|not_provided,1
Sterile_multifocal_osteomyelitis_with_periostitis_and_pustulosis|Autoinflammatory_syndrome,1
Familial_acute_necrotizing_encephalopathy|not_provided,1
"Neuronopathy,_distal_hereditary_motor,_type_7A|Congenital_myasthenic_syndrome_20|not_specified|not_provided",1
Retinitis_pigmentosa|Retinal_dystrophy|Retinitis_pigmentosa_33|not_provided,1
Primary_dilated_cardiomyopathy|Cardiomyopathy|not_specified,1
Retinitis_pigmentosa|Retinitis_pigmentosa_33|not_specified|not_provided,1
Autosomal_dominant_retinitis_pigmentosa|not_provided,1
"Microcephaly_23,_primary,_autosomal_recessive",1
Jalili_syndrome,1
ZAP70-Related_Severe_Combined_Immunodeficiency,1
"Combined_immunodeficiency|Combined_immunodeficiency_due_to_ZAP70_deficiency|Autoimmune_disease,_multisystem,_infantile-onset,_2|ZAP70-Related_Severe_Combined_Immunodeficiency",1
"Combined_immunodeficiency|Combined_immunodeficiency_due_to_ZAP70_deficiency|Autoimmune_disease,_multisystem,_infantile-onset,_2",1
Combined_immunodeficiency_due_to_ZAP70_deficiency,1
Combined_immunodeficiency_due_to_ZAP70_deficiency|ZAP70-Related_Severe_Combined_Immunodeficiency,1
ZAP70-Related_Severe_Combined_Immunodeficiency|not_provided,1
Combined_immunodeficiency_due_to_ZAP70_deficiency|ZAP70-Related_Severe_Combined_Immunodeficiency|not_provided,1
Cone-rod_dystrophy|Achromatopsia_2|not_provided,1
Achromatopsia_2,1
Achromatopsia_2|Achromatopsia|not_specified|not_provided,1
Color_vision_defect|Macular_degeneration|Photophobia|Achromatopsia_2|Achromatopsia|not_provided,1
Monochromacy|Achromatopsia_2|not_provided,1
Retinal_dystrophy|Achromatopsia_2|Achromatopsia|not_provided,1
Achromatopsia_2|not_provided,1
Retinal_dystrophy|Monochromacy|Achromatopsia_2|Achromatopsia|not_provided,1
Retinal_dystrophy|Achromatopsia_2|Achromatopsia|not_specified|not_provided,1
Lipoyl_transferase_1_deficiency|not_provided,1
"Hypertrophic_cardiomyopathy|Fibromatosis,_gingival,_1|Noonan_syndrome_4|RASopathy|not_specified|not_provided",1
RASopathy|Primary_familial_hypertrophic_cardiomyopathy|not_specified|Cardiovascular_phenotype,1
Junctional_epidermolysis_bullosa_gravis_of_Herlitz|Junctional_epidermolysis_bullosa,1
Usher_syndrome_type_2A|Retinitis_pigmentosa_39|Usher_syndrome_type_2|not_provided|Rare_genetic_deafness,1
Retinal_dystrophy|Usher_syndrome_type_2A|not_provided|Rare_genetic_deafness,1
Usher_syndrome_type_2A|Retinitis_pigmentosa_39|Progressive_cone_dystrophy_(without_rod_involvement)|not_specified|not_provided,1
Retinitis_pigmentosa|Retinal_dystrophy|Usher_syndrome_type_2A|Retinitis_pigmentosa_39|Usher_syndrome_type_2|Usher_syndrome|Autosomal_recessive_retinitis_pigmentosa|not_provided|Rare_genetic_deafness,1
Childhood_onset_hearing_loss|Usher_syndrome_type_2A|Retinitis_pigmentosa_39|not_specified|not_provided,1
Retinal_dystrophy|Usher_syndrome_type_2A|Retinitis_pigmentosa_39|Usher_syndrome|not_provided|Rare_genetic_deafness,1
Retinitis_pigmentosa|Usher_syndrome_type_2A,1
Retinitis_pigmentosa|Usher_syndrome_type_2A|Retinitis_pigmentosa_39|not_specified,1
Hearing_impairment|Retinitis_pigmentosa|Usher_syndrome_type_2A|Usher_syndrome|Progressive_cone_dystrophy_(without_rod_involvement)|not_specified|not_provided,1
High_palate|Retinitis_pigmentosa|Cone-rod_dystrophy|Retinal_dystrophy|Anxiety|Brisk_reflexes|Short_stature|Cognitive_impairment|Abnormal_autonomic_nervous_system_physiology|Abnormality_of_the_upper_limb|Multiple_joint_contractures|Dislocated_radial_head|Distal_arthrogryposis|Macular_dystrophy|Congenital_stationary_night_blindness|Abnormality_of_upper_limb_joint|Chronic_pain|Abnormal_upper_limb_bone_morphology|Usher_syndrome_type_2A|Retinitis_pigmentosa_39|Usher_syndrome|Inborn_genetic_diseases|not_specified|USH2A-Related_Disorders|not_provided|Rare_genetic_deafness,1
See_cases|Retinitis_pigmentosa|Retinal_dystrophy|Ear_malformation|Usher_syndrome_type_2A|Retinitis_pigmentosa_39|Usher_syndrome|Inborn_genetic_diseases|Autosomal_recessive_retinitis_pigmentosa|USH2A-Related_Disorders|not_provided,1
Usher_syndrome_type_2A|Retinitis_pigmentosa_39|not_specified,1
Loeys-Dietz_syndrome_4|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|Familial_aortopathy|not_provided,1
Usher_syndrome_type_2A|Retinitis_pigmentosa_39|Usher_syndrome_type_2|Nonsyndromic_genetic_hearing_loss|USH2A-Related_Disorders|not_provided|Rare_genetic_deafness,1
Cone-rod_dystrophy|Rare_genetic_deafness,1
Retinal_dystrophy|Usher_syndrome_type_2A|Usher_syndrome|not_provided|Rare_genetic_deafness,1
Rod-cone_dystrophy|Retinal_dystrophy|Pigmentary_retinopathy|Blindness|Abnormal_macular_morphology|Retinal_pigment_epithelial_atrophy|Usher_syndrome_type_2A|Retinitis_pigmentosa_39|Usher_syndrome_type_2|not_provided|Rare_genetic_deafness,1
Retinal_dystrophy|Usher_syndrome_type_2A|Retinitis_pigmentosa_39|Usher_syndrome_type_2|Usher_syndrome|not_provided,1
"Hirschsprung_disease,_susceptibility_to,_1|Holt-Oram_syndrome|Loeys-Dietz_syndrome_4|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|Ehlers-Danlos_syndrome|not_specified|not_provided",1
Aortic_aneurysm|Loeys-Dietz_syndrome_4|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|Ehlers-Danlos_syndrome|not_specified|not_provided,1
Loeys-Dietz_syndrome_4|not_provided,1
Loeys-Dietz_syndrome_4|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|Ehlers-Danlos_syndrome|not_provided,1
Holt-Oram_syndrome|Loeys-Dietz_syndrome_4|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|Ehlers-Danlos_syndrome|not_specified|not_provided,1
Retinitis_pigmentosa_39|Rare_genetic_deafness,1
Retinal_dystrophy|not_provided|Rare_genetic_deafness,1
Usher_syndrome_type_2A|Retinitis_pigmentosa_39|not_provided,1
Retinitis_pigmentosa|Retinal_dystrophy|Usher_syndrome_type_2A|Retinitis_pigmentosa_39|not_specified|not_provided,1
Cortisone_reductase_deficiency_2,1
"Van_der_Woude_syndrome_1|Orofacial_cleft_6,_susceptibility_to",1
"Van_der_Woude_syndrome_1|Orofacial_cleft_6,_susceptibility_to|Popliteal_pterygium_syndrome|Van_der_Woude_syndrome|not_provided",1
"Van_der_Woude_syndrome_1|Orofacial_cleft_6,_susceptibility_to|Popliteal_pterygium_syndrome|Van_der_Woude_syndrome|not_specified|not_provided",1
"Van_der_Woude_syndrome_1|Autosomal_dominant_popliteal_pterygium_syndrome|Orofacial_cleft_6,_susceptibility_to|Popliteal_pterygium_syndrome|Van_der_Woude_syndrome|not_specified|not_provided",1
"Autosomal_dominant_popliteal_pterygium_syndrome|Orofacial_cleft_6,_susceptibility_to|Popliteal_pterygium_syndrome|Van_der_Woude_syndrome|not_provided",1
Autosomal_recessive_spinocerebellar_ataxia_11,1
Temple-Baraitser_syndrome|Zimmermann-Laband_syndrome_1|not_provided,1
Leber_congenital_amaurosis_12|not_specified,1
Posterior_column_ataxia-retinitis_pigmentosa_syndrome|not_specified|not_provided,1
Cone-rod_dystrophy|Usher_syndrome_type_2A|Retinitis_pigmentosa_39|not_provided|Rare_genetic_deafness,1
Hearing_impairment|Retinal_dystrophy|Usher_syndrome_type_2A|Retinitis_pigmentosa_39|not_specified|not_provided,1
Retinitis_pigmentosa|Retinitis_pigmentosa_39|not_provided,1
Retinal_dystrophy|Retinitis_pigmentosa_39|not_provided|Rare_genetic_deafness,1
Childhood_onset_hearing_loss|Retinal_dystrophy|Retinitis_pigmentosa_39|not_specified|not_provided,1
Hearing_impairment|Rod-cone_dystrophy|Retinitis_pigmentosa|Retinal_dystrophy|Congenital_sensorineural_hearing_impairment|Usher_syndrome_type_2A|Retinitis_pigmentosa_39|Usher_syndrome_type_2|Usher_syndrome|USH2A-Related_Disorders|not_provided|Rare_genetic_deafness,1
Retinitis_pigmentosa|Rare_genetic_deafness,1
Retinitis_pigmentosa|Usher_syndrome_type_2A|Retinitis_pigmentosa_39,1
Retinal_dystrophy|Usher_syndrome_type_2A|Retinitis_pigmentosa_39|Nonsyndromic_genetic_hearing_loss|not_provided|Rare_genetic_deafness,1
See_cases|Retinal_dystrophy|Usher_syndrome_type_2A|Retinitis_pigmentosa_39|Usher_syndrome|not_provided|Rare_genetic_deafness,1
Retinitis_pigmentosa|Retinal_dystrophy|Usher_syndrome_type_2A|Retinitis_pigmentosa_39|Usher_syndrome_type_2|Usher_syndrome|Inborn_genetic_diseases|not_provided|Rare_genetic_deafness,1
Loeys-Dietz_syndrome_4|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|not_provided,1
"Loeys-Dietz_syndrome_4|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|Inborn_genetic_diseases|Aortic_aneurysm,_familial_thoracic,_TGFB2_related|not_provided",1
"Irido-corneo-trabecular_dysgenesis|Glaucoma_3A|Glaucoma_3,_primary_infantile,_B|Anterior_segment_dysgenesis_6",1
"Developmental_and_epileptic_encephalopathy,_38|ARV1-related_condition",1
Autosomal_recessive_ataxia_due_to_ubiquinone_deficiency|Inborn_genetic_diseases|not_provided,1
"Autosomal_recessive_ataxia_due_to_ubiquinone_deficiency|not_specified|Coenzyme_Q10_deficiency,_Spinocerebellar_Ataxia_Type",1
ADCK3-Related_Disorders|Autosomal_recessive_ataxia_due_to_ubiquinone_deficiency|not_provided,1
Actin_accumulation_myopathy|Progressive_scapulohumeroperoneal_distal_myopathy|not_provided,1
Actin_accumulation_myopathy|not_provided,1
"Congenital_disorder_of_glycosylation,_type_iit|not_provided",1
"Congenital_disorder_of_glycosylation,_type_IIq",1
"Congenital_disorder_of_glycosylation,_type_IIq|not_provided",1
"Hypertension,_essential,_susceptibility_to|Preeclampsia,_susceptibility_to|Hypertensive_disorder|Renal_tubular_dysgenesis|Susceptibility_to_progression_to_renal_failure_in_IgA_nephropathy|not_specified|not_provided",1
"Hypertension,_essential,_susceptibility_to|Renal_tubular_dysgenesis|Crohn_disease,_association_with|not_provided",1
Rhizomelic_chondrodysplasia_punctata_type_2,1
"Hypermanganesemia_with_dystonia,_polycythemia,_and_cirrhosis",1
Rhizomelic_chondrodysplasia_punctata_type_2|Rhizomelic_chondrodysplasia_punctata|not_specified|not_provided,1
"Muscular_dystrophy-dystroglycanopathy_(congenital_with_brain_and_eye_anomalies),_type_a,_11",1
"Muscular_dystrophy-dystroglycanopathy_(congenital_with_brain_and_eye_anomalies),_type_a,_11|not_specified",1
ChÃ©diak-Higashi_syndrome|Autoinflammatory_syndrome|not_provided,1
ChÃ©diak-Higashi_syndrome|not_specified,1
"ChÃ©diak-Higashi_syndrome|Chediak-Higashi_syndrome,_adult_type|not_provided",1
Recurrent_infections,1
"Hypohidrotic_ectodermal_dysplasia|not_specified|Hypohidrotic_Ectodermal_Dysplasia,_Recessive",1
"Hypohidrotic_ectodermal_dysplasia|Ectodermal_dysplasia_11A,_hypohidrotic/hair/tooth_type,_autosomal_dominant|Ectodermal_dysplasia_11B,_hypohidrotic/hair/tooth_type,_autosomal_recessive|not_specified|not_provided",1
"Ectodermal_dysplasia_10A,_hypohidrotic/hair/nail_type,_autosomal_dominant|Ectodermal_dysplasia_11A,_hypohidrotic/hair/tooth_type,_autosomal_dominant",1
See_cases|Abnormality_of_the_nervous_system|Autosomal_recessive_ataxia_due_to_ubiquinone_deficiency,1
Autosomal_recessive_ataxia_due_to_ubiquinone_deficiency|Joubert_syndrome_17|not_specified|not_provided,1
See_cases|Autosomal_recessive_ataxia_due_to_ubiquinone_deficiency|Autosomal_recessive_cerebellar_ataxia|not_provided,1
"Autosomal_recessive_cerebellar_ataxia|Coenzyme_Q10_deficiency,_Spinocerebellar_Ataxia_Type|not_provided",1
"Hypermanganesemia_with_dystonia,_polycythemia,_and_cirrhosis|not_provided",1
Cataract|Peripheral_neuropathy|Cataract-growth_hormone_deficiency-sensory_neuropathy-sensorineural_hearing_loss-skeletal_dysplasia_syndrome|growth_hormone_deficiency_with_short_stature|partial_sensorineural_deafness,1
Warburg_micro_syndrome_2|Martsolf_syndrome|not_provided,1
Amenorrhea|Microcephaly|Global_developmental_delay|Warburg_micro_syndrome_2|Martsolf_syndrome|not_provided,1
Amenorrhea|Warburg_micro_syndrome_2|Martsolf_syndrome,1
Warburg_micro_syndrome_2|not_provided,1
Microcephaly|Warburg_micro_syndrome_2|Martsolf_syndrome,1
"Legionnaire_disease,_susceptibility_to|Systemic_lupus_erythematosus,_resistance_to,_1|Melioidosis,_resistance_to",1
Greenberg_dysplasia,1
Connective_tissue_disorder|Greenberg_dysplasia|not_provided,1
Greenberg_dysplasia|Reynolds_syndrome|not_provided,1
Greenberg_dysplasia|not_specified|not_provided,1
Pelger-HuÃ«t_anomaly|Greenberg_dysplasia|Reynolds_syndrome|not_specified|not_provided,1
EPOXIDE_HYDROLASE_1_POLYMORPHISM|Cystic_fibrosis|not_provided,1
EPOXIDE_HYDROLASE_1_POLYMORPHISM|not_provided,1
Left-right_axis_malformations,1
Left-right_axis_malformations|not_specified|not_provided,1
Alzheimer_disease|Alzheimer_disease_4|Dilated_cardiomyopathy_1V|not_specified|not_provided,1
Alzheimer_disease_4|Dilated_cardiomyopathy_1V|not_provided,1
Alzheimer_disease|Alzheimer_disease_4|not_provided,1
Alzheimer_disease_4,1
"Amelogenesis_imperfecta_type_1A|Junctional_epidermolysis_bullosa,_non-Herlitz_type|Junctional_epidermolysis_bullosa_gravis_of_Herlitz|not_provided",1
"Junctional_epidermolysis_bullosa,_non-Herlitz_type|Junctional_epidermolysis_bullosa_gravis_of_Herlitz|not_provided",1
"Amelogenesis_imperfecta_type_1A|Junctional_epidermolysis_bullosa,_non-Herlitz_type|Junctional_epidermolysis_bullosa_gravis_of_Herlitz|Junctional_epidermolysis_bullosa|not_specified|not_provided",1
Immunodeficiency_104|not_provided,1
Retinal_dystrophy|Retinitis_pigmentosa_12|Leber_congenital_amaurosis_8|Leber_congenital_amaurosis|not_provided,1
Retinitis_pigmentosa|Pigmented_paravenous_retinochoroidal_atrophy|Retinitis_pigmentosa_12|Leber_congenital_amaurosis_8|Leber_congenital_amaurosis|not_provided,1
Retinitis_pigmentosa|Retinal_dystrophy|Pigmented_paravenous_retinochoroidal_atrophy|Retinitis_pigmentosa_12|Leber_congenital_amaurosis_8|Leber_congenital_amaurosis|Autosomal_recessive_retinitis_pigmentosa|not_provided,1
Retinitis_pigmentosa|Retinal_dystrophy|Pigmented_paravenous_retinochoroidal_atrophy|Retinitis_pigmentosa_12|Leber_congenital_amaurosis_8|Leber_congenital_amaurosis|not_provided,1
Retinal_dystrophy|Leber_congenital_amaurosis_1|Retinitis_pigmentosa_12|Leber_congenital_amaurosis_8|not_specified|not_provided,1
Retinitis_pigmentosa|Retinal_dystrophy|Macular_dystrophy|Retinitis_pigmentosa_12|Leber_congenital_amaurosis_8|Leber_congenital_amaurosis|not_provided,1
CRB1-Related_Disorders|Retinitis_pigmentosa|Retinal_dystrophy|Pigmented_paravenous_retinochoroidal_atrophy|Retinitis_pigmentosa_12|Leber_congenital_amaurosis_8|Leber_congenital_amaurosis|not_provided,1
CRB1-Related_Disorders|Retinal_dystrophy|Retinitis_pigmentosa_12|Leber_congenital_amaurosis_8|not_provided,1
Early-onset_retinal_dystrophy|Retinal_dystrophy|Retinitis_pigmentosa_12|Leber_congenital_amaurosis_8|Leber_congenital_amaurosis|not_provided,1
Retinitis_pigmentosa_12|Leber_congenital_amaurosis_8|Leber_congenital_amaurosis,1
"Immunodeficiency_104|Hepatitis_C_virus,_susceptibility_to|not_provided",1
"Amelogenesis_imperfecta_type_1A|Junctional_epidermolysis_bullosa,_non-Herlitz_type|Junctional_epidermolysis_bullosa_gravis_of_Herlitz|Junctional_epidermolysis_bullosa",1
See_cases|Immunodeficiency_104,1
Acute_myeloblastic_leukemia_with_maturation|not_specified,1
"Lethal_fetal_cerebrorenogenitourinary_agenesis/hypoplasia_syndrome|Microcephaly_20,_primary,_autosomal_recessive|not_provided",1
Orofaciodigital_syndrome_V|not_provided,1
"Malignant_hyperthermia_of_anesthesia|Hypokalemic_periodic_paralysis|Malignant_hyperthermia,_susceptibility_to,_5|Hypokalemic_periodic_paralysis,_type_1|not_provided",1
"Malignant_hyperthermia_of_anesthesia|Hypokalemic_periodic_paralysis|Malignant_hyperthermia,_susceptibility_to,_5",1
"Malignant_hyperthermia,_susceptibility_to,_1|Malignant_hyperthermia,_susceptibility_to,_5|Hypokalemic_periodic_paralysis,_type_1|not_specified|not_provided",1
"enflurane_response_-_Toxicity|halothane_response_-_Toxicity|isoflurane_response_-_Toxicity|methoxyflurane_response_-_Toxicity|sevoflurane_response_-_Toxicity|succinylcholine_response_-_Toxicity|Malignant_hyperthermia,_susceptibility_to,_5|Hypokalemic_periodic_paralysis,_type_1|not_provided",1
"Hypokalemic_periodic_paralysis|Thyrotoxic_periodic_paralysis,_susceptibility_to,_1|Malignant_hyperthermia,_susceptibility_to,_5|Hypokalemic_periodic_paralysis,_type_1|not_provided",1
"Malignant_hyperthermia_of_anesthesia|Malignant_hyperthermia,_susceptibility_to,_5|Hypokalemic_periodic_paralysis,_type_1|not_provided",1
Retinitis_pigmentosa|Pigmented_paravenous_retinochoroidal_atrophy|Retinitis_pigmentosa_12|Leber_congenital_amaurosis_8|Leber_congenital_amaurosis,1
Retinitis_pigmentosa|Pigmented_paravenous_retinochoroidal_atrophy|Retinitis_pigmentosa_12|Leber_congenital_amaurosis_8|not_specified|not_provided,1
"Microcephaly_5,_primary,_autosomal_recessive|Inborn_genetic_diseases|not_specified|not_provided",1
"Microcephaly|Microcephaly_5,_primary,_autosomal_recessive|not_provided",1
"Granulomatous_disease,_chronic,_autosomal_recessive,_cytochrome_b-positive,_type_2",1
Camptodactyly-arthropathy-coxa_vara-pericarditis_syndrome|not_specified,1
Arthrogryposis_multiplex_congenita|Fetal_akinesia_deformation_sequence_1,1
Parathyroid_carcinoma|Hyperparathyroidism_1|Hyperparathyroidism_2_with_jaw_tumors|Hereditary_cancer-predisposing_syndrome|not_specified|Isolated_Hyperparathyroidism|not_provided,1
"Parathyroid_carcinoma|Hyperparathyroidism_1|Hyperparathyroidism_2_with_jaw_tumors|Hereditary_cancer-predisposing_syndrome|Parathyroid_adenoma,_somatic|not_provided",1
"Focal_segmental_glomerulosclerosis|Basal_laminar_drusen|Hemolytic_uremic_syndrome,_atypical,_susceptibility_to,_1|Factor_H_deficiency|Age_related_macular_degeneration_4|CFH-Related_Dense_Deposit_Disease_/_Membranoproliferative_Glomerulonephritis_Type_II|not_provided",1
Factor_H_deficiency,1
"Basal_laminar_drusen|Hemolytic_uremic_syndrome,_atypical,_susceptibility_to,_1|Factor_H_deficiency|Age_related_macular_degeneration_4|Atypical_hemolytic-uremic_syndrome|CFH-Related_Dense_Deposit_Disease_/_Membranoproliferative_Glomerulonephritis_Type_II|not_provided",1
"Basal_laminar_drusen|Hemolytic_uremic_syndrome,_atypical,_susceptibility_to,_1|Age_related_macular_degeneration_4|CFH-Related_Dense_Deposit_Disease_/_Membranoproliferative_Glomerulonephritis_Type_II|not_provided",1
CFHR5_deficiency|CFH-Related_Dense_Deposit_Disease_/_Membranoproliferative_Glomerulonephritis_Type_II|not_provided,1
CFH-Related_Dense_Deposit_Disease_/_Membranoproliferative_Glomerulonephritis_Type_II,1
"Factor_XIII,_b_subunit,_deficiency_of|not_provided",1
"Factor_XIII,_b_subunit,_deficiency_of|not_specified",1
"Factor_XIII,_b_subunit,_deficiency_of",1
"Factor_XIII,_b_subunit,_deficiency_of|Venous_thrombosis,_susceptibility_to|not_specified|not_provided",1
"Microcephaly_1,_primary,_autosomal_recessive|Microcephaly_5,_primary,_autosomal_recessive|not_provided",1
"Microcephaly|Microcephaly_5,_primary,_autosomal_recessive|Autosomal_recessive_primary_microcephaly|not_provided",1
"Intellectual_disability|Microcephaly_5,_primary,_autosomal_recessive|not_provided",1
"Intellectual_disability|Microcephaly_5,_primary,_autosomal_recessive|not_specified|not_provided",1
"Microcephaly_5,_primary,_autosomal_recessive|Autosomal_recessive_primary_microcephaly|not_provided",1
"Abnormality_of_the_nervous_system|Microcephaly_5,_primary,_autosomal_recessive|not_provided",1
"Malignant_hyperthermia_of_anesthesia|Hypokalemic_periodic_paralysis|Malignant_hyperthermia,_susceptibility_to,_5|Hypokalemic_periodic_paralysis,_type_1|not_specified",1
"desflurane_response_-_Toxicity|enflurane_response_-_Toxicity|halothane_response_-_Toxicity|isoflurane_response_-_Toxicity|methoxyflurane_response_-_Toxicity|sevoflurane_response_-_Toxicity|succinylcholine_response_-_Toxicity|Malignant_hyperthermia,_susceptibility_to,_5|Hypokalemic_periodic_paralysis,_type_1|not_specified|not_provided",1
"Cardiomyopathy|Hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Primary_familial_hypertrophic_cardiomyopathy|Cardiovascular_phenotype|not_provided",1
"Primary_dilated_cardiomyopathy|Cardiomyopathy|Hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Familial_isolated_dilated_cardiomyopathy|not_provided",1
"Primary_dilated_cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3",1
"Cardiomyopathy|Hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Cardiovascular_phenotype|not_provided",1
Hypertrophic_cardiomyopathy|Wolff-Parkinson-White_pattern|Primary_familial_hypertrophic_cardiomyopathy|not_provided,1
Cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|not_provided,1
"Cardiomyopathy|Hypertrophic_cardiomyopathy|Left_ventricular_noncompaction_cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Familial_restrictive_cardiomyopathy|not_specified|Cardiovascular_phenotype|Dilated_Cardiomyopathy,_Dominant|not_provided",1
"Cardiomyopathy|Hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Primary_familial_hypertrophic_cardiomyopathy|not_specified|Cardiovascular_phenotype|not_provided",1
"Hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|not_specified|not_provided",1
"Restrictive_cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Primary_familial_hypertrophic_cardiomyopathy|Cardiovascular_phenotype|not_provided",1
"Hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Primary_familial_hypertrophic_cardiomyopathy|Cardiovascular_phenotype|not_provided",1
"Cardiomyopathy|Hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|not_specified|Cardiovascular_phenotype|not_provided",1
"Cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|not_specified|Cardiovascular_phenotype",1
"Hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Primary_familial_hypertrophic_cardiomyopathy|not_specified",1
"Cardiomyopathy|Left_ventricular_noncompaction_cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|not_specified|Dilated_Cardiomyopathy,_Dominant|not_provided",1
"Epilepsy,_familial_adult_myoclonic,_5|not_provided",1
Congenital_anomalies_of_kidney_and_urinary_tract_1,1
"Susceptibility_to_HIV_infection|Inflammatory_bowel_disease|Graft-versus-host_disease,_resistance_to",1
"Inflammatory_bowel_disease|Leprosy,_susceptibility_to,_1",1
IgA_glomerulonephritis,1
Cromer_blood_group_system|not_provided,1
"Immunodeficiency,_common_variable,_7|not_specified|not_provided",1
Atypical_hemolytic-uremic_syndrome_with_MCP/CD46_anomaly|Myofibrillar_myopathy_6|Atypical_hemolytic-uremic_syndrome|not_specified|not_provided,1
"Cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Primary_familial_dilated_cardiomyopathy|not_specified|not_provided",1
"Cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Primary_familial_hypertrophic_cardiomyopathy|Cardiovascular_phenotype|not_provided",1
"Cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Primary_familial_hypertrophic_cardiomyopathy|not_specified|Cardiovascular_phenotype|not_provided",1
"Primary_dilated_cardiomyopathy|Cardiomyopathy|Left_ventricular_noncompaction_cardiomyopathy|Myocarditis|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Dilated_cardiomyopathy_1DD|not_specified",1
